id_sklep;id_produkt;cena;ilosc
3;203;2860;1303
3;204;3365;6970
3;205;343;7068
3;206;597;8123
3;207;2253;8624
3;208;373;8671
3;209;954;9654
3;210;3542;8092
3;211;738;5413
3;212;967;8318
3;213;1045;7576
3;214;1652;3209
3;215;1295;7497
3;216;1709;2541
3;217;2000;4312
3;218;1015;1807
3;219;2418;6124
3;220;4085;6711
3;221;4223;7441
3;222;3010;9951
3;223;913;3953
3;224;1322;3667
3;225;2558;3652
3;226;3326;6437
3;227;1807;9915
3;228;3008;2936
3;229;1180;5162
3;230;1647;8845
3;231;1674;9393
3;232;1191;1727
3;233;1501;9709
3;234;3292;9755
3;235;4479;4164
3;236;1639;1166
3;237;1326;7052
3;238;1355;7601
3;239;3011;7276
3;240;1204;9957
3;241;2723;3593
3;242;3964;3134
3;243;3897;7151
3;244;749;6136
3;245;482;5142
3;246;1711;4200
3;247;1139;6959
3;248;1327;2298
3;249;1585;5027
3;250;4101;1326
3;251;3815;3757
3;252;2839;3045
3;253;466;9517
3;254;1374;1976
3;255;970;7897
3;256;1159;4747
3;257;647;8824
3;258;1248;7794
3;259;56;1023
3;260;699;3535
3;261;534;1544
3;262;3867;4310
3;263;815;7495
3;264;613;9805
3;265;840;2477
3;266;10;1564
3;267;1142;6038
3;268;994;2427
3;269;3501;5699
3;270;3061;8283
3;271;11;1923
3;272;3287;7021
3;273;1652;4727
3;274;664;8206
3;275;2285;4125
3;276;956;5674
3;277;1607;4841
3;278;2609;6404
3;279;4102;4888
3;280;3400;4730
3;281;1258;5906
3;282;3266;9356
3;283;3339;3408
3;284;481;2616
3;285;139;1294
3;286;1016;2237
3;287;180;1185
3;288;3882;1798
3;289;906;4146
3;290;3687;7232
3;291;82;2329
3;292;3130;7515
3;293;2822;6011
3;294;1444;9544
3;295;544;3339
3;296;1620;2067
3;297;384;8766
3;298;79;1633
3;299;2400;6998
3;300;4434;3746
4;301;890;4110
4;302;4000;3687
4;303;677;8057
4;304;3794;7314
4;305;177;8261
4;306;3984;8716
4;307;1735;9483
4;308;189;2315
4;309;2271;7070
4;310;2668;3806
4;311;2325;7675
4;312;198;4611
4;313;3090;2405
4;314;989;1991
4;315;3080;8915
4;316;1429;9914
4;317;1304;4457
4;318;3375;7392
4;319;2573;9231
4;320;1867;5363
4;321;1441;9350
4;322;3291;8958
4;323;1235;3902
4;324;4287;9042
4;325;4177;5825
4;326;1466;1935
4;327;305;8838
4;328;3649;5923
4;329;3444;7080
4;330;1040;7181
4;331;2171;9346
4;332;4187;4466
4;333;784;1941
4;334;2050;6197
4;335;1131;5044
4;336;4165;3740
4;337;334;1617
4;338;3026;5992
4;339;1529;8624
4;340;1532;6921
4;341;2770;5825
4;342;95;1245
4;343;3686;3821
4;344;882;2965
4;345;3115;7502
4;346;732;7651
4;347;2372;9526
4;348;4047;6064
4;349;21;9181
4;350;1658;6739
4;351;740;6250
4;352;2688;9842
4;353;3084;6924
4;354;3513;1612
4;355;1106;3855
4;356;4066;8025
4;357;172;3385
4;358;489;4249
4;359;455;7537
4;360;521;3306
4;361;4069;2380
4;362;4034;7235
4;363;1860;1258
4;364;2493;5119
4;365;1604;5507
4;366;3456;2213
4;367;508;3716
4;368;3111;9232
4;369;3346;1562
4;370;1889;4207
4;371;501;2645
4;372;1424;3784
4;373;3208;1118
4;374;1477;9357
4;375;2225;3060
4;376;900;5975
4;377;969;5580
4;378;2248;3615
4;379;2401;1131
4;380;1870;9450
4;381;1817;4097
4;382;728;9151
4;383;1896;4255
4;384;3377;9187
4;385;1665;1455
4;386;1107;8251
4;387;173;2972
4;388;4211;6839
4;389;1491;8825
4;390;1700;1003
4;391;2767;2156
4;392;932;2498
4;393;4267;3528
4;394;2631;2266
4;395;168;4548
4;396;3408;1551
4;397;2259;2626
4;398;3138;8848
4;399;686;1181
4;400;3083;5399
5;401;2286;9652
5;402;4226;1917
5;403;1346;2485
5;404;2027;6443
5;405;2166;7493
5;406;445;3191
5;407;2234;6164
5;408;1946;1366
5;409;4058;2117
5;410;395;5373
5;411;2966;9028
5;412;3604;2580
5;413;2594;4472
5;414;4298;9667
5;415;3063;1158
5;416;527;9757
5;417;3249;9903
5;418;195;5380
5;419;2617;8466
5;420;2219;1100
5;421;2831;4782
5;422;4458;7520
5;423;485;2492
5;424;4137;3267
5;425;3588;7496
5;426;201;1728
5;427;4257;2960
5;428;1159;7104
5;429;598;1383
5;430;3479;6805
5;431;1314;8792
5;432;978;2889
5;433;3890;5985
5;434;2201;9995
5;435;742;9533
5;436;1200;3669
5;437;4146;7772
5;438;1955;3389
5;439;439;3803
5;440;1659;2276
5;441;1410;2904
5;442;767;1188
5;443;3268;9291
5;444;3461;9075
5;445;3904;3986
5;446;712;2942
5;447;1607;1066
5;448;1018;2589
5;449;61;4585
5;450;1099;1289
5;451;2323;6115
5;452;3029;6200
5;453;909;3831
5;454;4478;8619
5;455;275;5148
5;456;2377;5609
5;457;698;6218
5;458;3456;7640
5;459;1591;7385
5;460;4462;5848
5;461;2853;4372
5;462;2530;9512
5;463;3145;3448
5;464;3007;5010
5;465;3762;1718
5;466;3652;9959
5;467;848;9230
5;468;2407;6783
5;469;1177;5734
5;470;960;1471
5;471;1623;6859
5;472;4229;5808
5;473;2798;8938
5;474;2790;3932
5;475;275;4789
5;476;2031;5972
5;477;341;2513
5;478;2425;6120
5;479;4120;5082
5;480;1194;2259
5;481;2746;1363
5;482;3513;9408
5;483;1594;4013
5;484;3140;4542
5;485;4198;1043
5;486;757;7268
5;487;3081;5122
5;488;161;3038
5;489;90;7049
5;490;422;3712
5;491;3056;7235
5;492;4414;6820
5;493;3446;5090
5;494;318;5790
5;495;1694;7242
5;496;483;1085
5;497;3673;5770
5;498;1695;2586
5;499;1790;3030
5;500;3185;9527
6;1;4466;1300
6;2;344;8636
6;3;4240;1454
6;4;3854;8400
6;5;4203;6817
6;6;340;4908
6;7;3836;7158
6;8;3609;5558
6;9;3793;3309
6;10;1943;7854
6;11;859;1722
6;12;3655;2476
6;13;2399;4633
6;14;4023;7381
6;15;3089;6982
6;16;1629;2935
6;17;2191;5981
6;18;3265;4021
6;19;1168;4275
6;20;3640;6986
6;21;888;4547
6;22;4411;2141
6;23;1923;9190
6;24;1103;3337
6;25;2231;2954
6;26;2020;2067
6;27;3559;2059
6;28;751;3758
6;29;3249;1217
6;30;1323;3323
6;31;2125;8317
6;32;3075;2462
6;33;137;8324
6;34;1059;2876
6;35;4094;1031
6;36;1277;2200
6;37;172;3662
6;38;1780;1064
6;39;2848;7773
6;40;2766;3930
6;41;594;3436
6;42;4457;1198
6;43;2597;9663
6;44;990;9810
6;45;3090;4306
6;46;3224;5681
6;47;1956;4150
6;48;2291;2611
6;49;1660;9317
6;50;621;4226
6;51;1711;1005
6;52;485;3085
6;53;215;7250
6;54;1002;8762
6;55;281;8304
6;56;4332;8051
6;57;4328;7988
6;58;1349;4281
6;59;4064;3737
6;60;1624;5204
6;61;2296;2794
6;62;750;6507
6;63;3612;7507
6;64;4314;4545
6;65;247;9876
6;66;2729;1061
6;67;3844;8476
6;68;1243;4432
6;69;4251;7644
6;70;692;2472
6;71;687;6722
6;72;1110;4353
6;73;941;5994
6;74;121;6616
6;75;2781;4815
6;76;2976;5068
6;77;2176;5699
6;78;2805;4208
6;79;275;5456
6;80;1613;7963
6;81;2639;5429
6;82;3710;5794
6;83;2831;9023
6;84;674;2435
6;85;1500;9739
6;86;1523;5666
6;87;1654;4828
6;88;195;3329
6;89;2789;1579
6;90;369;3475
6;91;2563;7087
6;92;1817;4219
6;93;3004;1952
6;94;4452;5855
6;95;2525;4102
6;96;1464;9768
6;97;1910;4559
6;98;1715;2418
6;99;1789;5131
6;100;1762;8550
7;101;1721;4913
7;102;1331;8896
7;103;3312;2141
7;104;4157;1219
7;105;1563;1577
7;106;3551;5939
7;107;4485;5943
7;108;1585;9670
7;109;1020;7272
7;110;967;4683
7;111;2752;4719
7;112;2613;8956
7;113;2222;7497
7;114;4039;1142
7;115;2098;5727
7;116;1977;3960
7;117;2910;5017
7;118;3685;3918
7;119;4094;8221
7;120;3672;6471
7;121;2450;6598
7;122;3918;3154
7;123;3958;7005
7;124;128;1903
7;125;3932;3183
7;126;155;2544
7;127;2444;7050
7;128;4095;6998
7;129;2383;4149
7;130;2623;4461
7;131;321;1702
7;132;2065;8128
7;133;1933;2436
7;134;2182;6826
7;135;3784;4214
7;136;3634;3996
7;137;1764;1250
7;138;785;7081
7;139;1726;2381
7;140;89;6883
7;141;172;9878
7;142;4185;7934
7;143;4435;8030
7;144;101;9424
7;145;3113;1708
7;146;4491;9718
7;147;1286;8576
7;148;4434;7374
7;149;624;8161
7;150;890;2373
7;151;3395;1496
7;152;2368;9980
7;153;551;8052
7;154;1945;6848
7;155;889;7692
7;156;3849;5617
7;157;4328;2660
7;158;538;7436
7;159;1707;6454
7;160;4040;8521
7;161;3848;4509
7;162;1792;2621
7;163;3873;8849
7;164;3989;6977
7;165;2754;3694
7;166;322;2758
7;167;379;1272
7;168;1688;3157
7;169;218;8566
7;170;4495;4286
7;171;3038;5402
7;172;1737;6743
7;173;453;6131
7;174;3751;2130
7;175;953;2373
7;176;752;5990
7;177;3856;1923
7;178;279;2741
7;179;1692;2916
7;180;374;7149
7;181;20;8428
7;182;4079;8479
7;183;1434;4501
7;184;3006;3491
7;185;4004;8060
7;186;994;6273
7;187;3530;9132
7;188;3351;3686
7;189;2208;2176
7;190;2118;8381
7;191;2328;1714
7;192;4254;2095
7;193;1375;6286
7;194;1834;7099
7;195;2487;5579
7;196;3255;8938
7;197;3471;8096
7;198;2571;3175
7;199;2756;8115
7;200;3512;5707
8;201;2872;1555
8;202;1044;3990
8;203;3536;5906
8;204;3556;6643
8;205;1202;5795
8;206;2120;6569
8;207;646;7030
8;208;3363;2291
8;209;4408;8809
8;210;298;7825
8;211;3437;1842
8;212;3716;6814
8;213;351;5263
8;214;3902;7848
8;215;2691;4746
8;216;3458;4237
8;217;1569;3391
8;218;177;3125
8;219;1635;9120
8;220;4303;7971
8;221;3702;8736
8;222;2057;3679
8;223;996;1685
8;224;395;9826
8;225;4296;9249
8;226;3622;8263
8;227;3172;4145
8;228;1660;3305
8;229;510;1909
8;230;3353;5970
8;231;248;5904
8;232;2930;4419
8;233;2046;7859
8;234;3849;9070
8;235;1803;3433
8;236;2538;3934
8;237;3324;2918
8;238;4260;8816
8;239;586;9726
8;240;4219;6286
8;241;1086;8597
8;242;1224;8791
8;243;367;6663
8;244;3128;4613
8;245;1058;5120
8;246;3473;1234
8;247;792;7073
8;248;2284;9549
8;249;3754;9454
8;250;4446;5100
8;251;1357;6274
8;252;3993;8125
8;253;1325;4459
8;254;1053;6675
8;255;3248;8895
8;256;246;1769
8;257;2855;4957
8;258;3399;6024
8;259;4392;1517
8;260;1905;3232
8;261;1938;5002
8;262;3090;9068
8;263;1851;4071
8;264;2041;7473
8;265;4161;6314
8;266;2285;7497
8;267;4247;4251
8;268;963;3630
8;269;2745;8290
8;270;4294;9700
8;271;308;8865
8;272;1543;2923
8;273;2159;3630
8;274;3327;4360
8;275;2836;9114
8;276;2758;5167
8;277;321;4844
8;278;2761;9367
8;279;109;4474
8;280;2751;5366
8;281;225;7474
8;282;3692;9069
8;283;3311;2098
8;284;4378;1663
8;285;983;5307
8;286;1332;1617
8;287;3336;8343
8;288;2974;8543
8;289;634;9901
8;290;599;5090
8;291;758;6221
8;292;755;4097
8;293;2283;5928
8;294;3737;5047
8;295;4205;3836
8;296;4196;8511
8;297;3057;3829
8;298;1313;6963
8;299;1784;8636
8;300;78;3703
9;301;788;6854
9;302;3532;1483
9;303;2927;7047
9;304;2908;2353
9;305;2541;8900
9;306;3861;9136
9;307;479;4167
9;308;2724;3128
9;309;427;6588
9;310;1159;4893
9;311;1355;8110
9;312;2684;9059
9;313;2955;7794
9;314;1451;7872
9;315;1658;3184
9;316;2734;4606
9;317;4157;5958
9;318;1699;7556
9;319;1274;2444
9;320;3507;9670
9;321;2551;4665
9;322;2031;8260
9;323;1732;4120
9;324;87;6394
9;325;766;1057
9;326;960;3019
9;327;2264;7288
9;328;3597;6514
9;329;3973;9778
9;330;3735;5049
9;331;3558;4026
9;332;2340;3782
9;333;2566;8740
9;334;4433;7448
9;335;166;1808
9;336;905;6946
9;337;2180;8712
9;338;2977;6210
9;339;2638;2179
9;340;709;3686
9;341;3450;8256
9;342;463;2146
9;343;2171;7569
9;344;1777;6414
9;345;2683;2522
9;346;3615;5338
9;347;3313;3465
9;348;849;2611
9;349;792;2101
9;350;3248;2833
9;351;1294;5416
9;352;2583;5400
9;353;1027;5613
9;354;4393;9080
9;355;4176;7388
9;356;1898;8806
9;357;2691;9090
9;358;1627;5975
9;359;3582;5211
9;360;1178;9268
9;361;2323;3882
9;362;506;9626
9;363;2254;8815
9;364;1616;3915
9;365;2674;3793
9;366;234;1878
9;367;4378;1689
9;368;3088;5523
9;369;616;2021
9;370;488;8452
9;371;1164;7183
9;372;566;7772
9;373;1985;3839
9;374;3425;8753
9;375;153;6857
9;376;443;7203
9;377;4187;3260
9;378;2672;6803
9;379;1984;1238
9;380;3481;8878
9;381;205;3837
9;382;1929;6870
9;383;2626;9916
9;384;2221;8026
9;385;674;8017
9;386;2083;4075
9;387;2335;9364
9;388;1037;1608
9;389;3810;2091
9;390;1589;7641
9;391;3115;7803
9;392;2713;6442
9;393;3809;1550
9;394;783;1497
9;395;2927;7789
9;396;3001;4197
9;397;300;9598
9;398;3671;2131
9;399;2682;1493
9;400;1294;9185
10;401;2361;4312
10;402;1859;8437
10;403;849;8565
10;404;1341;2445
10;405;3126;2243
10;406;303;9579
10;407;857;1348
10;408;928;9248
10;409;3911;1718
10;410;785;3174
10;411;1124;4166
10;412;1690;2541
10;413;4091;2777
10;414;236;3311
10;415;1626;3368
10;416;2297;8423
10;417;2612;5557
10;418;4108;7672
10;419;4329;2920
10;420;2361;9703
10;421;4352;7490
10;422;2529;4936
10;423;2593;7668
10;424;3729;1709
10;425;4115;1273
10;426;4169;5604
10;427;2306;5457
10;428;3990;3122
10;429;1688;2068
10;430;2213;6573
10;431;3532;3083
10;432;3275;5372
10;433;1841;5777
10;434;4050;4196
10;435;1058;3148
10;436;4250;8579
10;437;4005;4687
10;438;1944;1666
10;439;399;3251
10;440;3693;3127
10;441;837;8829
10;442;3432;7594
10;443;1629;8212
10;444;2500;4514
10;445;1992;8835
10;446;1820;7765
10;447;3121;4648
10;448;813;2342
10;449;668;9603
10;450;3534;2750
10;451;3150;4602
10;452;1299;8640
10;453;14;5098
10;454;4121;5589
10;455;4413;9231
10;456;3619;2126
10;457;3720;5961
10;458;2595;1569
10;459;3527;5039
10;460;1230;3371
10;461;952;6970
10;462;4229;8447
10;463;1696;9509
10;464;982;4966
10;465;327;1706
10;466;4423;9423
10;467;2791;3969
10;468;3212;5434
10;469;1386;7092
10;470;3726;6885
10;471;1505;1909
10;472;2864;8034
10;473;1068;3340
10;474;1856;1984
10;475;2309;9510
10;476;4189;1691
10;477;460;6515
10;478;2284;9453
10;479;2211;1414
10;480;2995;4282
10;481;1272;4985
10;482;4436;1424
10;483;3988;1009
10;484;4170;6099
10;485;2545;9494
10;486;4490;2120
10;487;385;7741
10;488;1101;7369
10;489;1923;8804
10;490;3207;9119
10;491;3316;9634
10;492;597;6196
10;493;1598;3570
10;494;1760;2051
10;495;2014;3299
10;496;4049;6032
10;497;3253;4024
10;498;2784;8334
10;499;499;1858
10;500;156;1834
11;1;673;9468
11;2;3563;6427
11;3;2767;7828
11;4;2835;2533
11;5;419;8335
11;6;4223;5771
11;7;1284;9106
11;8;718;4721
11;9;885;8113
11;10;3566;6678
11;11;3346;5566
11;12;3983;5347
11;13;3378;6707
11;14;2918;1792
11;15;2660;5302
11;16;370;2324
11;17;482;9886
11;18;2485;1122
11;19;2947;6004
11;20;528;3172
11;21;751;9638
11;22;1576;8774
11;23;3545;9203
11;24;1812;1820
11;25;1401;4040
11;26;100;5895
11;27;1740;3690
11;28;2278;7588
11;29;1161;3069
11;30;3863;5692
11;31;1027;7052
11;32;4376;3521
11;33;2295;4430
11;34;2729;1796
11;35;2269;1857
11;36;2348;3170
11;37;3323;2266
11;38;385;8851
11;39;649;1385
11;40;1485;1125
11;41;3751;1328
11;42;3132;1273
11;43;3720;2812
11;44;547;4230
11;45;2131;2431
11;46;812;2942
11;47;2949;4867
11;48;3540;9604
11;49;3652;8304
11;50;3260;7249
11;51;665;2958
11;52;446;3383
11;53;2998;6483
11;54;1512;8602
11;55;2001;6352
11;56;3011;1851
11;57;303;4093
11;58;4014;6746
11;59;3233;8704
11;60;2230;8087
11;61;1637;9865
11;62;4210;2926
11;63;3688;7407
11;64;1061;6922
11;65;2972;4186
11;66;4377;7608
11;67;1944;4507
11;68;4109;2476
11;69;1325;3520
11;70;3361;4348
11;71;171;1726
11;72;560;8058
11;73;4063;2569
11;74;2381;2786
11;75;4090;6351
11;76;1435;8672
11;77;1395;3379
11;78;3753;9828
11;79;989;4439
11;80;4393;8575
11;81;1471;8380
11;82;1003;4279
11;83;161;1995
11;84;3751;6318
11;85;1894;5819
11;86;2856;3987
11;87;4172;7528
11;88;1153;9652
11;89;1289;4286
11;90;3387;7696
11;91;758;4880
11;92;1180;6784
11;93;3204;5048
11;94;2788;5864
11;95;457;4673
11;96;1787;1366
11;97;668;4605
11;98;1718;8433
11;99;4180;3470
11;100;2314;3191
12;101;727;6436
12;102;574;4236
12;103;1567;1037
12;104;3670;5152
12;105;3535;7977
12;106;534;1537
12;107;2149;5926
12;108;1574;8561
12;109;1370;4571
12;110;1552;4028
12;111;2710;3419
12;112;2559;9978
12;113;2907;9882
12;114;1091;7497
12;115;2840;8411
12;116;639;3635
12;117;594;7034
12;118;1690;2324
12;119;575;6680
12;120;3459;7275
12;121;2609;4998
12;122;125;8227
12;123;1682;1772
12;124;661;2773
12;125;4419;1567
12;126;1153;9544
12;127;600;4719
12;128;2319;2924
12;129;2949;5961
12;130;1589;9268
12;131;3482;5639
12;132;710;8062
12;133;3706;1370
12;134;2649;5223
12;135;990;7392
12;136;2560;1028
12;137;3387;5241
12;138;3773;4830
12;139;2323;3344
12;140;2762;1803
12;141;1710;6199
12;142;4355;2491
12;143;4239;3078
12;144;2538;7919
12;145;3288;4248
12;146;3286;1446
12;147;2461;1708
12;148;2218;7435
12;149;3520;5086
12;150;2337;5927
12;151;1761;5502
12;152;1690;1119
12;153;4094;1751
12;154;1805;9471
12;155;3947;3783
12;156;2353;9285
12;157;2399;4677
12;158;1508;6544
12;159;3002;2282
12;160;3571;4599
12;161;2287;5722
12;162;3752;8559
12;163;397;6694
12;164;1835;5051
12;165;183;1421
12;166;2389;1642
12;167;2094;9184
12;168;4030;7652
12;169;4295;9852
12;170;1841;2539
12;171;1064;8040
12;172;2976;3995
12;173;1476;4475
12;174;3890;6964
12;175;3060;4040
12;176;2512;1638
12;177;1165;4008
12;178;4451;3884
12;179;4002;2611
12;180;541;2412
12;181;719;4011
12;182;4477;3671
12;183;3317;2657
12;184;812;2008
12;185;2644;8419
12;186;240;2327
12;187;3302;6306
12;188;1517;8294
12;189;316;9105
12;190;2310;1552
12;191;63;6129
12;192;3112;6725
12;193;3956;5389
12;194;4347;5010
12;195;4052;6060
12;196;2614;8232
12;197;3992;7858
12;198;3295;9536
12;199;492;3540
12;200;2023;9167
13;201;836;8714
13;202;1155;9592
13;203;2180;6173
13;204;85;8964
13;205;2910;1164
13;206;4498;3795
13;207;1798;7243
13;208;4222;7371
13;209;4135;2617
13;210;1622;9752
13;211;3143;5316
13;212;4012;6304
13;213;73;5008
13;214;2538;3182
13;215;3232;1684
13;216;4216;5694
13;217;1582;2054
13;218;2990;6670
13;219;2671;7533
13;220;4412;4372
13;221;3307;1236
13;222;365;5222
13;223;185;4954
13;224;2057;3310
13;225;1758;7061
13;226;2315;3688
13;227;834;4153
13;228;4319;4576
13;229;613;4687
13;230;2787;2438
13;231;68;7769
13;232;3303;1561
13;233;959;4140
13;234;116;9707
13;235;4024;9870
13;236;2453;2016
13;237;2948;4172
13;238;2123;1436
13;239;3290;5646
13;240;2090;1050
13;241;172;6076
13;242;1445;7303
13;243;4058;8845
13;244;2374;4956
13;245;3264;9584
13;246;1587;4276
13;247;312;3760
13;248;167;2971
13;249;663;4620
13;250;3207;3315
13;251;102;9287
13;252;3341;7479
13;253;2789;4458
13;254;1364;6465
13;255;1089;8903
13;256;385;6208
13;257;2180;5185
13;258;3314;2992
13;259;3289;3608
13;260;3333;2699
13;261;2951;1920
13;262;1611;6789
13;263;2617;6003
13;264;3521;4474
13;265;3606;2688
13;266;1016;4160
13;267;409;6287
13;268;2762;6614
13;269;1561;5779
13;270;611;1188
13;271;2126;6422
13;272;1831;2826
13;273;3531;2113
13;274;890;4609
13;275;4088;6130
13;276;3343;7723
13;277;4010;6939
13;278;3143;4348
13;279;1813;4135
13;280;2498;5557
13;281;4443;4549
13;282;3993;2192
13;283;367;2024
13;284;716;4674
13;285;1817;8595
13;286;763;5270
13;287;3475;6587
13;288;4405;9642
13;289;2731;5169
13;290;3237;6376
13;291;977;7281
13;292;744;7999
13;293;4429;7261
13;294;1319;9590
13;295;311;7841
13;296;1850;8146
13;297;850;9208
13;298;871;9407
13;299;2307;8805
13;300;1921;7041
14;301;2329;1280
14;302;1197;9440
14;303;1736;1828
14;304;2978;2819
14;305;4397;6689
14;306;2448;4761
14;307;872;4039
14;308;3616;6193
14;309;2437;1736
14;310;240;4614
14;311;855;4795
14;312;3203;8382
14;313;3715;4361
14;314;864;1255
14;315;2086;6952
14;316;1280;7650
14;317;76;7375
14;318;264;9110
14;319;1736;3073
14;320;4093;9902
14;321;3677;3194
14;322;1810;1068
14;323;1134;1680
14;324;4372;1931
14;325;1393;3716
14;326;2705;2550
14;327;134;8544
14;328;697;6853
14;329;1207;9059
14;330;2474;4337
14;331;551;5926
14;332;3551;5192
14;333;462;6620
14;334;2940;4445
14;335;326;3831
14;336;4417;1642
14;337;1642;8680
14;338;4231;2573
14;339;1499;5324
14;340;2138;9994
14;341;2896;3084
14;342;2950;5801
14;343;626;3283
14;344;3952;3741
14;345;841;2260
14;346;1751;5497
14;347;4341;8646
14;348;1996;9615
14;349;244;9309
14;350;3228;4414
14;351;651;5611
14;352;3311;7416
14;353;781;7250
14;354;4016;3647
14;355;1525;4820
14;356;3048;7619
14;357;228;6497
14;358;2293;6458
14;359;105;9584
14;360;3667;5888
14;361;1059;9011
14;362;795;5244
14;363;978;3506
14;364;3603;1601
14;365;3037;4611
14;366;3508;5178
14;367;1834;8390
14;368;4478;4827
14;369;2276;3082
14;370;3644;2490
14;371;3454;3725
14;372;172;9219
14;373;1664;4003
14;374;3197;1931
14;375;2675;9167
14;376;1886;7539
14;377;4396;3975
14;378;2774;3571
14;379;1258;6137
14;380;1678;9302
14;381;4166;4135
14;382;3969;1000
14;383;721;3753
14;384;3897;2418
14;385;4175;8972
14;386;3200;2427
14;387;3456;5369
14;388;4315;9312
14;389;970;9311
14;390;1393;2277
14;391;3875;1884
14;392;1270;2451
14;393;84;6540
14;394;4292;2684
14;395;2001;7918
14;396;2788;5231
14;397;106;4950
14;398;1514;7428
14;399;1360;8740
14;400;3001;8746
15;401;3750;1556
15;402;3417;9907
15;403;3633;2268
15;404;1891;2756
15;405;384;4029
15;406;334;7227
15;407;2013;9908
15;408;616;6135
15;409;1126;6058
15;410;115;4182
15;411;4155;8583
15;412;4066;7757
15;413;3191;3921
15;414;3982;6905
15;415;4472;7968
15;416;1060;3761
15;417;2661;6518
15;418;3966;2960
15;419;3113;4792
15;420;1629;6162
15;421;399;6475
15;422;2551;2873
15;423;4272;2383
15;424;1894;8879
15;425;3531;7101
15;426;1305;7117
15;427;881;9619
15;428;2902;2063
15;429;4177;6084
15;430;954;3674
